AMTRAK,IYR,IMO,RAILROAD,INCDTNO,IYR2,IMO2,RR2,INCDTNO2,IYR3,IMO3,RR3,INCDTNO3,DUMMY1,CASINJRR,GXID,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,AMPM,STATION,COUNTY,STATE,REGION,DUMMY2,CITY,HIGHWAY,VEHSPD,TYPVEH,VEHDIR,POSITION,RREQUIP,RRCAR,TYPACC,HAZARD,TEMP,VISIBLTY,WEATHER,TYPEQ,TYPTRK,TRKNAME,TRKCLAS,NBRLOCOS,NBRCARS,TRNSPD,TYPSPD,TRNDIR,SIGNAL,LOCWARN,WARNSIG,LIGHTS,STANDVEH,TRAIN2,MOTORIST,VIEW,VEHDMG,DRIVER,INVEH,TOTKLD,TOTINJ,TOTOCC,INCDRPT,JOINTCD,TYPRR,DUMMY3,CASKLDRR,DUMMY4,CROSSING,NARRLEN,DUMMY5,YEAR4,DIVISION,PUBLIC,CNTYCD,STCNTY,HZMRLSED,HZMNAME,HZMQNTY,HZMMEAS,SIGWARNX,WHISBAN,DRIVAGE,DRIVGEN,PLEONTRN,SSB1,SSB2,USERKLD,USERINJ,RREMPKLD,RREMPINJ,PASSKLD,PASSINJ,NARR1,NARR2,NARR3,NARR4,NARR5,combtxt,SUBDIV,ROADCOND,VIDEOT,VIDEOU
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,12,IHB,1898,,,,,13,12,IHB,1898,,0,927564X,13,12,4,7,44,PM,GIBSON,LAKE,18,4,,HAMMOND,6600 OSBORN AVE,25,A,2,3,2,1,1,4,50,4,3,1,2,OSBORN SOUTH,1,1,10,4,E,4,,1,2,1,2,2,3,8,10000,3,1,0,0,1,2,1,3S,,0,,710,264,,2013,,Y,89,18C089,4,,,,,,44,1,1,,,0,0,0,0,0,0,"CREW ASSIGNED TO KG27, RUN 42, STOPED 1 1/2 CARS SHORT OF THE SOUTH SIDE OF OSBORN CROSSING.  CONDUC",TOR FLAGGED CROSSING AND INSTRUCTED ENGINEER TO SHOVE 3 CARS.  MOTORIST FAILED TO STOP AT CROSSING A,ND WAS STRUCK BY TRAIN.  MOTORIST WAS RELEASED WITH HIS VEHICLE.,,,"CREW ASSIGNED TO KG27, RUN 42, STOPED 1 1/2 CARS SHORT OF THE SOUTH SIDE OF OSBORN CROSSING.  CONDUC TOR FLAGGED CROSSING AND INSTRUCTED ENGINEER TO SHOVE 3 CARS.  MOTORIST FAILED TO STOP AT CROSSING A ND WAS STRUCK BY TRAIN.  MOTORIST WAS RELEASED WITH HIS VEHICLE.  ",SYSTEM,B,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,2,PTRA,2013000008,,,,,13,2,PTRA,2013000008,,0,869789S,13,2,21,2,35,AM,NORTH YARD,HARRIS,48,5,,HOUSTON,SAND CROSSING/DELTA,0,C,2,2,2,1,1,4,60,4,1,1,1,EASR MAIN,2,1,14,12,E,2,,1,2,1,2,2,4,8,30000,3,1,0,0,1,2,1,3S,,0,,7,500,,2013,,N,201,48C201,4,,,,,,30,1,3,,,0,0,0,0,0,0,"WHILE SHOVING 14 CARS TO SPOT VANTAGE ON THE WEST MAIN FROM NOYD, PT360 HIT A TRACTOR TRAILER AT THE", SAND CROSSING.  THERE WERE NO INJURIES TO OUR CREW AND THE DRIVER COMPLAINED OF SORENESS BUT WAS  N,OT TREATED.  BASED ON THE STATEMENT OF OUR CREW AND THE ONE  WITNESS THE DRIVER DID NOT SEE US COMIN,G UNTIL IT WAS TOO LATE TO MOVE OUT OF THE WAY.  THE DRIVER STOPPED ON THE CROSSING IN FRONT OF THE,CREW WAS RIDING THE SHOVE WHEN THE INCIDENT OCCURRED.  HE ATTEMPTED TO STOP THE TRAIN AND WARN THE D,"WHILE SHOVING 14 CARS TO SPOT VANTAGE ON THE WEST MAIN FROM NOYD, PT360 HIT A TRACTOR TRAILER AT THE  SAND CROSSING.  THERE WERE NO INJURIES TO OUR CREW AND THE DRIVER COMPLAINED OF SORENESS BUT WAS  N OT TREATED.  BASED ON THE STATEMENT OF OUR CREW AND THE ONE  WITNESS THE DRIVER DID NOT SEE US COMIN G UNTIL IT WAS TOO LATE TO MOVE OUT OF THE WAY.  THE DRIVER STOPPED ON THE CROSSING IN FRONT OF THE CREW WAS RIDING THE SHOVE WHEN THE INCIDENT OCCURRED.  HE ATTEMPTED TO STOP THE TRAIN AND WARN THE D",SYSTEM,A,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,3,PTRA,2013000010,,,,,13,3,PTRA,2013000010,,0,911812W,13,3,8,7,45,AM,PENNCITY YARD,HARRIS,48,5,,CHANNELVIEW,JACINTO BLVD CROSSIN,0,C,3,2,2,1,1,2,65,2,1,7,1,SCENIC RT.,1,1,53,4,E,2,,1,2,1,2,2,4,8,5000,3,1,0,0,1,2,1,3S,,0,,7,289,,2013,,Y,201,48C201,4,,,,,,60,1,3,,,0,0,0,0,0,0,JOB 384 WAS APPROXIMATELY 2 CAR LENGTHS FROM THE CROSSING AND OBSERVED A TRACTOR TRAILER STOPPED AT,THE WHITE LINE FOR THE CROSSING.  APPROXIMATELY 1/2 CAR LENGTH FROM THE CROSSING THE TRACTOR TRAILER, BEGAN TO MOVE AND STOPPED ON THE CROSSING RIGHT IN FRONT OF THE TRAIN CAUSING COLLISION.,,,JOB 384 WAS APPROXIMATELY 2 CAR LENGTHS FROM THE CROSSING AND OBSERVED A TRACTOR TRAILER STOPPED AT THE WHITE LINE FOR THE CROSSING.  APPROXIMATELY 1/2 CAR LENGTH FROM THE CROSSING THE TRACTOR TRAILER  BEGAN TO MOVE AND STOPPED ON THE CROSSING RIGHT IN FRONT OF THE TRAIN CAUSING COLLISION.  ,SYSTEM,A,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,5,PTRA,2013000017,,,,,13,5,PTRA,2013000017,,0,911812W,13,5,2,8,45,AM,PENN CITY YARD,HARRIS,48,5,,CHANNELVIEW,JACINTOPORT CROSSING,25,C,2,3,1,1,1,4,70,2,1,1,1,SCENIC ROUTE,1,2,11,13,R,2,,1,2,1,2,2,3,8,3000,3,1,0,0,1,2,1,3S,,0,,807,331,,2013,,N,201,48C201,4,,,,,,33,1,3,,,0,0,0,0,0,0,WHILE PULLING ACROSS JACINTO PORT BLVD PORT JOB 384 COLLIDED WITH A TRUCK THAT FAILED TO STOP AT THE, CROSSING. EYE WITNESSES STATE THAT THE TRUCK APPEARED TO NOT SEE THE TRAIN AS HE DID NOT APPLY HIS,BRAKES. THEY ALSO SAID THE TRAIN WAS CLEARLY BLOWING THE HORN AND SOUNDING THE WHISTLE PRIOR TO THE,CROSSING AND SUBSEQUENT IMPACT.,,WHILE PULLING ACROSS JACINTO PORT BLVD PORT JOB 384 COLLIDED WITH A TRUCK THAT FAILED TO STOP AT THE  CROSSING. EYE WITNESSES STATE THAT THE TRUCK APPEARED TO NOT SEE THE TRAIN AS HE DID NOT APPLY HIS BRAKES. THEY ALSO SAID THE TRAIN WAS CLEARLY BLOWING THE HORN AND SOUNDING THE WHISTLE PRIOR TO THE CROSSING AND SUBSEQUENT IMPACT. ,SYSTEM,A,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,5,PTRA,2013000022,,,,,13,5,XCAI,XXX,,0,911814K,13,5,30,4,20,AM,PENN CITY YARD,HARRIS,48,5,,CHANNELVIEW,CARGILL CROSSING,5,C,2,3,2,1,1,4,87,4,1,1,4,CARGILL,1,3,109,5,R,2,,1,2,2,2,2,2,8,1500,3,1,0,0,1,2,1,3S,,0,,807,278,,2013,,N,201,48C201,4,,,,,,44,1,3,,,0,0,0,0,0,0,PTRA JOB 370 SHOVING SOUTH WITH 109 LOADED GRAIN CARS TO CARGILL EVELATOR WHEN THE CREW OBSERVED A T,RUCK TURN ONTO CARGILL ROAD AND SLOW BUT NOT STOP AT THE STOP SIGN. THE TRUCK PULLED IN FRONT OF THE, LEAD RAIL CAR (NAHX 100762) AND WAS STRUCK AND SHOVED 40 FEET BEFORE STOPPING,,,PTRA JOB 370 SHOVING SOUTH WITH 109 LOADED GRAIN CARS TO CARGILL EVELATOR WHEN THE CREW OBSERVED A T RUCK TURN ONTO CARGILL ROAD AND SLOW BUT NOT STOP AT THE STOP SIGN. THE TRUCK PULLED IN FRONT OF THE  LEAD RAIL CAR (NAHX 100762) AND WAS STRUCK AND SHOVED 40 FEET BEFORE STOPPING  ,SYSTEM,A,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,7,PTRA,2013000027,,,,,13,7,PTRA,2013000027,,0,911808G,13,7,9,11,47,AM,AMERICAN YARD,HARRIS,48,5,,HOUSTON,OIL TANKING E MAIN,0,C,3,2,1,1,1,2,97,2,1,1,2,101 EAST,1,2,46,5,E,2,,1,2,1,2,1,4,8,100000,3,1,0,0,1,2,1,3S,,0,,807,500,,2013,,N,201,48C201,4,,,,,,44,1,3,,,0,0,0,0,0,0,JOB 181 SHOVED SOUTH TO CLEAR THE OIL TANKING CROSSING AND THEN STOPPED. TRAFFIC STARTED OVER THE CR,OSSING BEFORE 181 CLEARED AND PROCEEDED TO CROSS FROM BOTH DIRECTIONS WHILE JOB180 WAS APPROACHING T,HE CROSSING FROM THE NORTH. JOB 180 WAS RINGING THE BELL AND BLOWING THE WHISTLE WHILE APPROACHING A,ND THE TRAFFIC CONTINUED TO CROSS INFRONT OF BOTH TRAINS. A TRACTOR TRAILER FROM STOLT PROCEEDED TO,FOUL THE CROSSING WITHOUT STOPPING AT THE STOP SIGN AND STOPPED ON THE TRACKS ACCOUNT OF ANOTHER VEH,JOB 181 SHOVED SOUTH TO CLEAR THE OIL TANKING CROSSING AND THEN STOPPED. TRAFFIC STARTED OVER THE CR OSSING BEFORE 181 CLEARED AND PROCEEDED TO CROSS FROM BOTH DIRECTIONS WHILE JOB180 WAS APPROACHING T HE CROSSING FROM THE NORTH. JOB 180 WAS RINGING THE BELL AND BLOWING THE WHISTLE WHILE APPROACHING A ND THE TRAFFIC CONTINUED TO CROSS INFRONT OF BOTH TRAINS. A TRACTOR TRAILER FROM STOLT PROCEEDED TO FOUL THE CROSSING WITHOUT STOPPING AT THE STOP SIGN AND STOPPED ON THE TRACKS ACCOUNT OF ANOTHER VEH,SYSTEM,A,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,10,PTRA,2013000048,,,,,13,10,UP,XXX,,0,755363E,13,10,21,6,0,AM,PASADENA YARD,HARRIS,48,5,,PASADENA,LYONDELL CITGO PRIVA,4,A,1,3,1,1,1,2,68,4,2,1,1,UP MAIN,X,2,104,11,R,2,,1,2,1,2,2,3,8,6000,3,1,0,0,1,2,1,3S,,0,,7,500,,2013,,N,201,48C201,4,,,,,,35,1,2,,,0,0,0,0,0,0,"ON 10/21/13, I WAS ADVISED BY YARDMASTER THAT PORT JOB 360 HAD JUST STRUCK A MOTORIST AT THE HLP CRO",SSING. PRIOR TO LEAVING THE PASADENA YARD OFFICE I ADVISED TRAINMASTER OF THE INCIDENT AS WELL. UPON, MY ARRIVAL I MET WITH THE DRIVER OF THE EXPEDITION WHO STATED THAT HE WAS ATTEMPTING TO TURN INTO P,ARKING LOT #5 AT 1400 DODGE STREET. HE STATED THAT HE SAW THE CROSS ARM DOWN AND FLASHING LIGHTS BUT, DID NOT THINK A TRAIN WAS COMING. AS SOON AS HE TURNED INTO THE PARKING LOT THE FRONT LEFT OF THE V,"ON 10/21/13, I WAS ADVISED BY YARDMASTER THAT PORT JOB 360 HAD JUST STRUCK A MOTORIST AT THE HLP CRO SSING. PRIOR TO LEAVING THE PASADENA YARD OFFICE I ADVISED TRAINMASTER OF THE INCIDENT AS WELL. UPON  MY ARRIVAL I MET WITH THE DRIVER OF THE EXPEDITION WHO STATED THAT HE WAS ATTEMPTING TO TURN INTO P ARKING LOT #5 AT 1400 DODGE STREET. HE STATED THAT HE SAW THE CROSS ARM DOWN AND FLASHING LIGHTS BUT  DID NOT THINK A TRAIN WAS COMING. AS SOON AS HE TURNED INTO THE PARKING LOT THE FRONT LEFT OF THE V",SYSTEM,A,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,10,TRE,2013002,,,,,13,10,TRE,2013002,,2,598344S,13,10,1,6,37,PM,RICHLAND HILLS,TARRANT,48,5,,HALTOM CITY,CARSON ST,40,A,2,3,1,1,1,4,64,3,1,3,1,MAIN,4,1,0,76,E,4,1,1,3,3,2,2,1,8,3000,2,1,1,2,3,2,1,3,,1,,103,103,,2013,,Y,439,48C439,4,,,,,,42,1,64,,,1,2,0,0,0,0,TRE 2943 STRUCK A VEHICLE AT CARSON ST THAT HAD ENTERED THE CROSSING AFTER OR WHILE THE GATES WERE D,OWN,,,,TRE 2943 STRUCK A VEHICLE AT CARSON ST THAT HAD ENTERED THE CROSSING AFTER OR WHILE THE GATES WERE D OWN   ,SYSTEM,A,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,10,TRE,2013003,,,,,13,10,TRE,2013003,,0,598361H,13,10,19,2,26,PM,CENTERPORT DFW,TARRANT,48,5,,FORT WORTH,CALLOWAY CEMETERY RD,10,A,1,3,1,1,1,4,66,2,1,2,1,MAIN1,4,1,0,74,R,4,1,1,3,3,2,2,1,8,1500,1,1,1,0,1,2,1,3,,1,,103,110,,2013,,Y,439,48C439,4,,,,,,43,1,135,,,1,0,0,0,0,0,TRE 2969 STRUCK A VEHICLE AT CALLOWAY CEMETERY RD THAT ENTERED THE CROSSING AFTER OR WHILE THE GATES, WERE DOWN,,,,TRE 2969 STRUCK A VEHICLE AT CALLOWAY CEMETERY RD THAT ENTERED THE CROSSING AFTER OR WHILE THE GATES  WERE DOWN   ,SYSTEM,A,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,11,TRE,2013006,,,,,13,11,TRE,2013006,,1,598344S,13,11,4,7,45,PM,RICHLAND HILLS,TARRANT,48,5,,HALTOM CITY,CARSON ST,20,A,1,3,2,1,1,,55,4,3,C,1,MAIN,4,1,3,70,E,3,1,1,3,3,3,2,1,8,3000,2,1,0,1,1,2,1,3,,0,,103,102,,2013,,Y,439,48C439,,,,,,,43,1,2,,,0,1,0,0,0,0,TREX922 STRUCK A VEHICLE AT CARSON ST THAT HAD ENTERED THE CROSSING AFTER OR WHILE THE GATES WERE DO,WN,,,,TREX922 STRUCK A VEHICLE AT CARSON ST THAT HAD ENTERED THE CROSSING AFTER OR WHILE THE GATES WERE DO WN   ,SYSTEM,B,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,2,IAIS,2013008,,,,,13,2,IAIS,2013008,,0,909173F,13,2,15,10,5,AM,DE SOTO,ADAIR,19,6,,,OLD PORTLAND ROAD,25,A,1,3,6,1,2,4,20,2,1,8,1,MAIN,2,1,0,25,R,3,,1,2,2,2,2,3,8,5000,3,1,0,0,2,2,1,3L,,0,,7,85,,2013,,Y,1,19C001,4,,,,,,15,1,2,,,0,0,0,0,0,0,CAR TRAVELING TOO FAST ON A GRAVEL ROAD SKIDDED INTO THE LIGHT LOCOMOTIVE NO INJURIES,,,,,CAR TRAVELING TOO FAST ON A GRAVEL ROAD SKIDDED INTO THE LIGHT LOCOMOTIVE NO INJURIES    ,FOUR,A,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,10,WVC,201301,,,,,13,10,WVC,201301,,23,832163G,13,10,11,1,19,PM,CHEAT BRIDGE,RANDOLPH,54,2,,,US ROUTE 250,55,B,1,3,1,4,2,4,55,2,1,2,1,GC&E SUB,2,2,4,10,E,4,1,1,2,2,2,2,3,8,35000,1,1,1,23,1,1,1,3L,,1,,3,142,,2013,,Y,83,54C083,4,,,,,,38,1,65,,,1,0,0,1,0,22,HIGHWAY USER STRUCK PASSENGER TRAIN WITH LOADED LOG TRUCK.  THE HIGHWAY USER WAS KILLED; ONE RAILROA,D EMPLOYEE AND 22 PASSENGERS WERE INJURED.,,,,HIGHWAY USER STRUCK PASSENGER TRAIN WITH LOADED LOG TRUCK.  THE HIGHWAY USER WAS KILLED; ONE RAILROA D EMPLOYEE AND 22 PASSENGERS WERE INJURED.   ,GCE,A,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,8,TKEN,201301,,,,,13,8,TKEN,201301,,0,298693Y,13,8,15,2,10,PM,DYERSBURG,LAKE,47,3,,TIPTONVILLE,CHURCH STREET,20,A,4,3,6,1,1,4,92,2,1,8,1,SINGLE MAIN,X,1,0,7,E,2,,1,,2,2,1,3,8,300,3,1,0,0,1,2,1,3L,,0,,7,0,,2013,,Y,95,47C095,4,,,,,,31,2,2,,,0,0,0,0,0,0,,,,,,    ,SYSTEM,A,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,7,NCRA,201301,,,,,13,7,NCRA,201301,,1,967147X,13,7,25,10,36,AM,GLEN ROCK,YORK,42,2,,GLEN ROCK,PRIVATE,0,A,3,2,2,1,1,4,80,2,1,B,2,MAIN,1,1,3,10,E,1,,1,2,2,2,2,4,5,1000,3,1,0,1,1,2,1,3,,0,,11,34,,2013,,N,133,42C133,4,,,,,,65,2,40,,,0,1,0,0,0,0,DRIVER STOPPED ON PRIVATE CROSSING,,,,,DRIVER STOPPED ON PRIVATE CROSSING    ,SYSTEM,A,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,4,BCR,201301,,,,,13,4,BCR,201301,,0,932866K,13,4,26,2,0,PM,ONLEY,ACCOMACK,51,2,,,PRIVATE,0,D,4,2,1,1,1,4,68,2,1,1,1,CAPE CHARLES MAIN,2,1,1,12,E,2,,,,2,2,2,4,5,10000,3,1,0,0,1,2,1,3,,0,,12,500,,2013,,N,1,51C001,4,,,,,,49,1,2,,,0,0,0,0,0,0,A FORD EXCURSION WAS TRAVELING SOUTH ON TEXACO ROAD WHEN HE MADE A RIGHT TURN ONTO AN UNMARKED PRIVA,TE CROSSING HEADING WEST OVER THE BCR MAIN LINE ATTEMPTING TO GET TO ROUTE 13 WHEN HE STOPPED ON THE, CROSSING.  THE CREW OF ENGINE 2000 UPON SEE VEHICLE APPROACH THE MAIN LINE BLEW THE HORN ND PUT THE, ENGINE INTO EMERGENCY.  THE VEHICLE WAS STRUCK ON THE PASSENGER SIDE AND CAME TO REST ON THE SOUTHE,AST SIDE OF THE CROSSING AND MAIN. THE DRIVER WAS THE ONLY PASSENGER IN THE VEHICLE AT THE TIME OF T,A FORD EXCURSION WAS TRAVELING SOUTH ON TEXACO ROAD WHEN HE MADE A RIGHT TURN ONTO AN UNMARKED PRIVA TE CROSSING HEADING WEST OVER THE BCR MAIN LINE ATTEMPTING TO GET TO ROUTE 13 WHEN HE STOPPED ON THE  CROSSING.  THE CREW OF ENGINE 2000 UPON SEE VEHICLE APPROACH THE MAIN LINE BLEW THE HORN ND PUT THE  ENGINE INTO EMERGENCY.  THE VEHICLE WAS STRUCK ON THE PASSENGER SIDE AND CAME TO REST ON THE SOUTHE AST SIDE OF THE CROSSING AND MAIN. THE DRIVER WAS THE ONLY PASSENGER IN THE VEHICLE AT THE TIME OF T,SYSTEM,A,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,9,VALE,201301,,,,,13,9,VALE,201301,,0,837637G,13,9,21,7,55,PM,ESSEX,MIDDLESEX,9,1,,ESSEX,PLAINS ROAD - RT153,5,A,4,3,7,1,2,4,65,4,1,8,1,1,2,1,0,,E,2,1,1,2,2,2,2,1,8,2000,3,1,0,0,1,2,1,3L,,0,,1030607,336,,2013,,Y,7,09C007,4,,,,,,28,2,1,,,0,0,0,0,0,0,INTOXICATED FEMALE DRIVER WENT AROUND FULLY FUNCTIONING CROSSING PROTECTION AND STRUCK SOUTH-EAST CO,RNER OF STANDING LOCOMOTIVE #0901.  DRIVER WAS ARRESTED.  NO INJURIES.  LOCOMOTIVE WAS FULLY STOPPED, DURING SWITCHING MOVE FROM MAIN TRACK TO SIDING TRACK.  MINOR DAMAGE TO LOCOMOTIVE PILOT.  LOCOMOTI,VE WAS ABLE TO MOVE ON ITS OWN POWER,,INTOXICATED FEMALE DRIVER WENT AROUND FULLY FUNCTIONING CROSSING PROTECTION AND STRUCK SOUTH-EAST CO RNER OF STANDING LOCOMOTIVE #0901.  DRIVER WAS ARRESTED.  NO INJURIES.  LOCOMOTIVE WAS FULLY STOPPED  DURING SWITCHING MOVE FROM MAIN TRACK TO SIDING TRACK.  MINOR DAMAGE TO LOCOMOTIVE PILOT.  LOCOMOTI VE WAS ABLE TO MOVE ON ITS OWN POWER ,MAIN,A,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,1,NJTR,201301012,,,,,13,1,NJTR,201301012,,0,856876H,13,1,12,10,23,PM,MATAWAN,MONMOUTH,34,1,,MATAWAN,ABERDEEN MATAWAN STA,,K,4,3,2,1,1,4,45,4,4,C,1,TRACK #2,4,1,9,35,R,4,1,1,2,1,2,2,1,8,0,,,1,0,1,2,1,3L,,1,,10305060711,154,,2013,,Y,25,34C025,4,,,,,,51,1,200,,,1,0,0,0,0,0,TRESPASSER WAS STRUCK AND FATALLY INJURED BY WESTBOUND TRAIN #7277 WHILE RUNNING TOWARDS TRACK #1 FR,OM TRACK #2 WHILE THE GATES WERE DOWN AT ATLANTIC AVE.,,,,TRESPASSER WAS STRUCK AND FATALLY INJURED BY WESTBOUND TRAIN #7277 WHILE RUNNING TOWARDS TRACK #1 FR OM TRACK #2 WHILE THE GATES WERE DOWN AT ATLANTIC AVE.   ,NEWARK,A,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,1,NJTR,201301041,,,,,13,1,NJTR,201301041,,0,856909T,13,1,21,3,10,PM,LONG BRANCH,MONMOUTH,34,1,,LONG BRANCH,JOLINE AVENUE,0,K,4,2,1,1,1,4,30,2,1,3,1,TRACK #2,4,1,8,50,E,3,1,1,2,1,2,2,,8,0,,,1,0,1,2,1,3L,,1,,103060711,155,,2013,,Y,25,34C025,4,,,,,,,1,35,,,1,0,0,0,0,0,TRESPASSER WAS STRUCK AND FATALLY INJURED BY EASTBOUND TRAIN #7244 AFTER HE STOOD IN FRONT OF GATE A,ND THEN LAID DOWN ON TRACK #2 AT JOLINE AVENUE MP 21.3.,,,,TRESPASSER WAS STRUCK AND FATALLY INJURED BY EASTBOUND TRAIN #7244 AFTER HE STOOD IN FRONT OF GATE A ND THEN LAID DOWN ON TRACK #2 AT JOLINE AVENUE MP 21.3.   ,NEWARK,A,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,1,NJTR,201301060,,,,,13,1,NJTR,201301060,,10,266901J,13,1,30,8,2,AM,LITTLE FALLS,PASSAIC,34,1,,LITTLE FALLS,MAIN STREET MP 19.2,,C,1,4,2,1,1,4,41,2,4,C,1,SINGLE TRACK,3,1,5,59,R,3,1,1,2,1,2,2,4,8,100000,3,2,0,10,1,1,1,3L,,0,,103060711,148,,2013,,Y,31,34C031,4,,,,,,,1,67,,,0,1,0,3,0,6,TRAIN #1006 STRUCK THE TRAILER OF AN UNOCCUPIED TRACTOR TRAILER CARRYING PAINTMATERIALS AT MAIN STRE,ET CROSSING LOCATED AT MP 19.2.  9 FRA INJURIES.,,,,TRAIN #1006 STRUCK THE TRAILER OF AN UNOCCUPIED TRACTOR TRAILER CARRYING PAINTMATERIALS AT MAIN STRE ET CROSSING LOCATED AT MP 19.2.  9 FRA INJURIES.   ,HOBOKEN,A,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,1,PCMZ,20130107D,,,,,13,1,PCMZ,20130107D,,0,755011Y,13,1,8,1,3,AM,SAN ANTONIO,SANTA CLARA,6,7,,PALO ALTO,CHARLESTON RD,0,A,3,2,1,1,1,4,50,4,4,3,1,MAIN TRACK 2,4,1,5,55,R,2,1,1,1,1,3,3,4,8,0,3,2,0,0,0,1,1,3,,0,,102050607,202,,2013,,Y,85,06C085,4,,,,,,,2,103,,,0,0,0,0,0,0,"CALTRAIN 198 STRUCK AN UNOCCUPIED VEHICLE AT CHARLESTON RD IN PALO ALTO CA, THEIR WAS NO INJURIES TO", ANY PASSENGERS OR CREW MEMBERS. THE HIGHWAY USERS AGE IS UNKNOWN DUE TO THE VEHICLE BEING UNOCCUPIE,D.,,,"CALTRAIN 198 STRUCK AN UNOCCUPIED VEHICLE AT CHARLESTON RD IN PALO ALTO CA, THEIR WAS NO INJURIES TO  ANY PASSENGERS OR CREW MEMBERS. THE HIGHWAY USERS AGE IS UNKNOWN DUE TO THE VEHICLE BEING UNOCCUPIE D.  ",CALTRAIN,A,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
